figure,T,method,beta,paper_mean,paper_se,source,scenario,decay
5,500,pess,10.0,0.6943125473262739,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,pess,10.0,0.743252081251766,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,pess,10.0,0.7833280507311557,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,pess,10.0,0.8246069527878067,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,0.0001,1.12077661953302,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,0.0001,1.115901663139579,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,0.0001,1.084309382954771,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,0.0001,1.0429671899830808,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,0.001,1.1215363536284002,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,0.001,1.116218214960739,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,0.001,1.084309382954771,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,0.001,1.0426506219542604,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,0.01,1.1217262912041603,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,0.01,1.1145721163169182,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,0.01,1.0844360134078312,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,0.01,1.0421441325573402,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,0.1,1.1167247043576591,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,0.1,1.1134325232776783,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,0.1,1.0808905876293904,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,0.1,1.0397383160257998,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,0.2,1.1121662997853778,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,0.2,1.108114384610017,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,0.2,1.0787379995886497,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,0.2,1.0369526243427392,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,0.5,1.0974148001519943,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,0.5,1.0945024780158734,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,0.5,1.0664556236095062,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,0.5,1.027202711555857,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,1.0,1.0651260929945061,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,1.0,1.064366358899126,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,1.0,1.04163764316042,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,1.0,1.012451195714813,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,5.0,0.8850691123894012,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,5.0,0.9067848493342667,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,5.0,0.9207133077495703,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,5.0,0.925145081868791,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,500,lin,10.0,0.8427772477465707,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,1000,lin,10.0,0.8855756017863213,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,2000,lin,10.0,0.910203660867308,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
5,5000,lin,10.0,0.91913053243611,0.0,arXiv:2212.09900 Figure 5 vector PDF,3,pure
